_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentimen,data_tweet
778245011,FALSE,finalized,5,8/29/15 10:46,Not Relevant,Anyone need a P/U tonight? I play Hybrid Slayer ps4 EU. HMU @Cod8sandscrims @EmpirikGaming @CoDAWScrims @4TP_KOTC @4TPFA @afterShock_Org
778245012,FALSE,finalized,6,8/26/15 17:19,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts o... http://t.co/YVVPznZmXg #news
778245013,FALSE,finalized,5,8/26/15 16:29,Relevant,Strict liability in the context of an airplane accident: Pilot error is a common component of most aviation cr... http://t.co/6CZ3bOhRd4
778245014,FALSE,finalized,5,8/29/15 10:47,Not Relevant,@crobscarla your lifetime odds of dying from an airplane accident are 1 in 8015.
778245015,FALSE,finalized,5,8/28/15 19:14,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wedn... http://t.co/bKpFpOGySI
778245016,FALSE,finalized,5,8/29/15 20:03,Relevant,When carelessness leads to an aviation accident the victim has the right to seek compensation for damages. http://t.co/eqAG6rz1vO
778245017,FALSE,finalized,5,8/26/15 16:25,Relevant,@AlexAllTimeLow awwww they're on an airplane accident and they're gonna die what a cuties ???? good job!
778245018,FALSE,finalized,5,8/29/15 4:44,Relevant,@rewind_music found out about you guys today(regarding the accident on the airplane lol) &amp; became a fan! Sending love &amp; support from Cali~?
778245019,FALSE,finalized,5,8/29/15 1:20,Relevant,family members of osama bin laden have died in an airplane accident how ironic ?????? mhmmm gov shit i suspect
778245020,FALSE,finalized,5,8/29/15 22:02,Relevant,Man Goes into Airplane Engine Accident: http://t.co/TYJxrFd3St via @YouTube
778245021,FALSE,finalized,5,8/26/15 16:26,Relevant,Horrible Accident  Man Died In Wings of Airplane (29-07-2015) http://t.co/i7kZtevb2v
778245022,FALSE,finalized,5,8/30/15 3:36,Relevant,A girl who died in an airplane accident fifteen years ago
778245023,FALSE,finalized,5,8/26/15 17:19,Relevant,@Mintechan Hihow are you? There is Keio line on the stationright? BTW do you know the airplane accident near Chofu airport this week?
778245024,FALSE,finalized,5,8/26/15 16:00,Relevant,A Cessna airplane accident in Ocampo Coahuila Mexico on July 29 2015 killed four men including a State of Coahuila government official.
778245025,FALSE,finalized,5,8/29/15 12:57,Relevant,#Horrible #Accident Man Died In Wings Airplane (29-07-2015) #WatchTheVideo http://t.co/p64xRVgJIk
778245026,FALSE,finalized,5,8/26/15 16:00,Relevant,Experts in France begin examining airplane debris found on Reunion Island http://t.co/LsMx2vwr3J French air accident experts on Wednesday‰Û_
778245027,FALSE,finalized,5,8/31/15 7:44,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wednesday began examining t...
778245028,FALSE,finalized,5,8/26/15 17:19,Relevant,#KCA #VoteJKT48ID mbataweel: #RIP #BINLADEN Family members who killed in an airplane's accident
778245029,FALSE,finalized,5,8/26/15 16:31,Not Relevant,I almost sent my coworker nudes on accident thank god for airplane mode
778245030,FALSE,finalized,5,8/26/15 16:29,Relevant,Mexican airplane accident in Ocampo Coahuila MX on 7/29/25 killed Coahuila government SubSecretariat Francisco Garcia Castells age 42.
778245031,FALSE,finalized,5,8/26/15 17:19,Not Relevant,@mickinyman @TheAtlantic That or they might be killed in an airplane accident in the night a car wreck! Politics at it's best.
778245032,FALSE,finalized,5,8/28/15 18:23,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on... http://t.co/TagZbcXFj0 #MLB
778245033,FALSE,finalized,5,8/29/15 20:04,Relevant,Horrible Accident  Man Died In Wings of AirplaneåÊ(29-07-2015) http://t.co/5ZRKZdhODe
778245034,FALSE,finalized,5,8/29/15 12:58,Relevant,"This is unbelievably insane.
#man #airport #airplane #aircraft #aeroplane #runway #accident #freaky‰Û_ https://t.co/cezhq7CzLl"
778245035,FALSE,finalized,5,8/29/15 4:41,Relevant,Horrible Accident |  Man Died In Wings of AirplaneåÊ(29-07-2015) http://t.co/wq3wJsgPHL
778245036,FALSE,finalized,5,8/31/15 9:29,Relevant,Horrible Accident Man Died In Wings of Airplane (29-07-2015) http://t.co/TfcdRONRA6
778245037,FALSE,finalized,5,8/29/15 12:59,Relevant,Usama bin Ladins family dead in airplane crash. Naturally no accident.
778245038,FALSE,finalized,5,8/26/15 16:26,Relevant,Pilot Dies In Plane Crash At Car Festival https://t.co/kQ9aE6AP2B via @YouTube #Crash #Aircraft #Airplane #Pilot #Death #Accident #CarFest
778245039,FALSE,finalized,5,8/31/15 13:29,Not Relevant,@god if an accident were to happen on this airplane idc if the rest of my luggage is completely destroyed just please save my makeup
778245040,FALSE,finalized,5,8/26/15 16:29,Relevant,Horrible Accident Man Died In Wings of Airplane (29-07-2015) http://t.co/hG8u2kR1Rq
778245041,FALSE,finalized,5,8/26/15 16:25,Relevant,Strict liability in the context of an airplane accident - http://t.co/gibyQHhKpk
778245042,FALSE,finalized,5,8/30/15 1:19,Relevant,DTN Brazil: Experts in France begin examining airplane debris found on Reunion Island: French air accident exp... http://t.co/M9IG3WQ8Lq
778245043,FALSE,finalized,5,8/31/15 18:48,Relevant,#UPDATE: Picture from the Penn Twp. airplane accident. http://t.co/6JfgDnZRlC
778245044,FALSE,finalized,5,8/26/15 16:29,Relevant,"See how a judge ruled in this 2009 accident at #JFK Airport? involving Korean Air?.

http://t.co/Yh1cGlN3rl http://t.co/6F5ShPKjOB"
778245045,FALSE,finalized,5,8/26/15 17:19,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wedn... http://t.co/v4SMAESLK5
778245046,FALSE,finalized,5,8/29/15 12:50,Not Relevant,@thugIauren I had myself on airplane mode by accident ??
778245047,FALSE,finalized,5,8/30/15 19:16,Relevant,Horrible Accident Man Died In Wings Of ‰ÛÏAirplane‰Û 29-07-2015. WTF You Can‰Ûªt Believe Your EYES ‰ÛÒ... http://t.co/6fFyLAjWpS
778245048,FALSE,finalized,5,8/31/15 13:29,Relevant,"+ Nicole Fletcher one of a victim of crashed airplane few times ago. 

The accident left a little bit trauma for her. Although she's 

+"
778245049,FALSE,finalized,5,8/26/15 16:29,Relevant,36 years ago today baseball lost one of its greats in an airplane accident. RIP Captain. #Yankees @yankees http://t.co/iNKU28vjJj
778245050,FALSE,finalized,5,8/28/15 18:23,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wedn... http://t.co/miw2i0pQxz
778245051,FALSE,finalized,5,8/28/15 18:20,Relevant,OMG Horrible Accident Man Died in Wings of Airplane. http://t.co/xDxDPrcPnS
778245052,FALSE,finalized,5,8/29/15 10:44,Relevant,#BreakingNews Experts in France begin examining airplane debris found on Reunion Island: French air accident e...  http://t.co/3XIcUvlvlJ
778245053,FALSE,finalized,5,8/26/15 16:00,Relevant,"#OMG! I don't believe this. #RIP bro
#AirPlane #Accident #JetEngine #TurboJet #Boing #G90 http://t.co/KXxnSZp6nk"
778245054,FALSE,finalized,5,8/28/15 20:00,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wednesday began examining t...
778245055,FALSE,finalized,5,8/26/15 15:56,Relevant,Experts in France begin examining airplane debris found on Reunion Island: French air accident experts on Wedn...  http://t.co/KuBsM16OuD
778245056,FALSE,finalized,5,09/01/2015 19:39,Relevant,I had a airplane accident.
778245057,FALSE,finalized,5,8/26/15 16:00,Not Relevant,My phone looks like it was in a car ship airplane accident. Terrible
778245058,FALSE,finalized,5,8/30/15 19:39,Not Relevant,Statistically I'm at more of risk of getting killed by a cop than I am of dying in an airplane accident.
778245059,FALSE,finalized,5,09/01/2015 16:08,Relevant,airplane crashes on house in Colombia 12 people die in accident https://t.co/ZhJlfLBHZL
778245060,FALSE,finalized,5,8/26/15 15:56,Relevant,The shooting or the airplane accident  https://t.co/iECc1JDOub
778245061,FALSE,finalized,5,8/28/15 19:14,Relevant,Could a drone cause an airplane accident? Pilots worried about use of drones esp. in close vicinity of airports http://t.co/kz35rGngJF #
778245062,FALSE,finalized,5,8/29/15 22:58,Relevant,Early wake up call from my sister begging me to come over &amp; ride w/her in the ambulance to the hospital #RODKiai
778245063,FALSE,finalized,5,8/30/15 17:05,Relevant,http://t.co/AY6zzcUpnz Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/sC9dNS41Mc
778245064,FALSE,finalized,5,09/01/2015 16:59,Relevant,Two air ambulances on scene of serious crash between two cars and lorry in ... - http://t.co/9pFEaQeSki http://t.co/fntG70rnkx | #EMSNe‰Û_
778245065,FALSE,finalized,5,8/28/15 17:13,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash - Reuters http://t.co/mDnUGVuBwN #yugvani
778245066,FALSE,finalized,5,8/27/15 23:27,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/zdsug0UjS7
778245067,FALSE,finalized,5,8/31/15 2:11,Not Relevant,Leading emergency services boss welcomes new ambulance charity http://t.co/Mj2jQ2pSv6
778245068,FALSE,finalized,5,8/27/15 14:48,Relevant,Anyone travelling Aberystwyth-Shrewsbury right now there's been an incident. Services at a halt just outside Shrews. Ambulance on scene.
778245069,FALSE,finalized,5,8/27/15 16:09,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/Xum8YLcb4Q
778245070,FALSE,finalized,5,09/01/2015 23:31,Not Relevant,AMBULANCE SPRINTER AUTOMATIC FRONTLINE VEHICLE CHOICE OF 14 LEZ COMPLIANT | eBay http://t.co/4evTTqPEia
778245071,FALSE,finalized,5,8/28/15 10:11,Not Relevant,http://t.co/Q5XTkaKM08 I'M DYING SEND AN AMBULANCE @M__Belly @brightasastar_
778245072,FALSE,finalized,6,8/27/15 16:22,Not Relevant,New Nanotech Device Will Be Able To Target And Destroy Blood Clots http://t.co/HFy5V3sLBB
778245073,FALSE,finalized,5,8/29/15 18:44,Relevant,AMBULANCE SPRINTER AUTOMATIC FRONTLINE VEHICLE CHOICE OF 14 LEZ COMPLIANT | eBay http://t.co/7X3PDDbT0Z
778245074,FALSE,finalized,5,09/01/2015 16:32,Relevant,@20skyhawkmm20 @traplord_29 @FREDOSANTANA300 @LilReese300 it was hella crazy 3 fights an ambulance and a couple mosh pits ??
778245075,FALSE,finalized,5,8/28/15 18:25,Not Relevant,@disneyxrowbrina the ambulance isn't even parked well like its nearly on top of someone's car I'm laughing
778245076,FALSE,finalized,5,09/01/2015 18:03,Not Relevant,If I get run over by an ambulance am I lucky? #justsaying #randomthought
778245077,FALSE,finalized,5,09/02/2015 08:54,Relevant,#news Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/bFeS5tWBzt #til_now #DNA
778245078,FALSE,finalized,5,09/01/2015 06:44,Relevant,http://t.co/7xGLah10zL Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/THmblAATzP
778245079,FALSE,finalized,5,8/29/15 10:24,Not Relevant,@TanSlash waiting for an ambulance
778245080,FALSE,finalized,5,8/30/15 7:56,Not Relevant,@fouseyTUBE you ok? Need a ambulance. Hahahah that was good! http://t.co/ZSbErqNN9n
778245081,FALSE,finalized,5,8/27/15 18:06,Not Relevant,AMBULANCE SPRINTER AUTOMATIC FRONTLINE VEHICLE CHOICE OF 14 LEZ COMPLIANT | eBay http://t.co/q8IVrzOJZv
778245082,FALSE,finalized,5,8/28/15 11:30,Relevant,Pakistan air ambulance helicopter crash kills nine http://t.co/8E7rY8eBMf
778245083,FALSE,finalized,5,8/31/15 7:39,Not Relevant,@TheNissonian @RejectdCartoons nissan are you ok do you need medical assistance i can call an ambulance if you need me to
778245084,FALSE,finalized,5,8/28/15 10:11,Not Relevant,EMS1: NY EMTs petition for $17 per hour ‰Û÷minimum wage‰Ûª http://t.co/4oa6SWlxmR #ems #paramedics #ambulance
778245085,FALSE,finalized,5,8/28/15 7:34,Relevant,http://t.co/FCqmKFfflW Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/vAyaYmbNgu
778245086,FALSE,finalized,5,09/01/2015 15:45,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/3bRme6Sn4t
778245087,FALSE,finalized,5,8/31/15 4:39,Not Relevant,AMBULANCE SPRINTER AUTOMATIC FRONTLINE VEHICLE CHOICE OF 14 LEZ COMPLIANT | eBay http://t.co/UJrX9kgawp
778245088,FALSE,finalized,5,09/01/2015 13:36,Not Relevant,AMBULANCE SPRINTER AUTOMATIC FRONTLINE VEHICLE CHOICE OF 14 LEZ COMPLIANT | eBay http://t.co/Kp2Lf4AuTe
778245089,FALSE,finalized,5,09/01/2015 19:13,Not Relevant,@Kiwi_Karyn Check out what's in my parking lot!! He said that until last year it was an ambulance in St Johns. http://t.co/hPvOdUD7iP
778245090,FALSE,finalized,5,8/29/15 18:42,Relevant,when you don't know which way an ambulance is coming from &lt;&lt;
778245091,FALSE,finalized,5,09/01/2015 23:31,Relevant,Shot 12 times. Found dead in cuffs after being involved in a car accident. Officers told ambulance not to treat him. https://t.co/MEUDJwaaNg
778245092,FALSE,finalized,5,09/01/2015 14:11,Relevant,#reuters Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/ShzPyIQok5
778245093,FALSE,finalized,5,8/27/15 16:05,Relevant,http://t.co/pWwpUm6RBj Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/ySpON4d6Qo
778245094,FALSE,finalized,5,8/28/15 7:47,Not Relevant,@margaretcho Call me a fag and I'm going to call you an ambulance :) #RainbowPower
778245095,FALSE,finalized,5,8/30/15 12:33,Can't Decide,Why is there an ambulance right outside my work
778245096,FALSE,finalized,5,09/02/2015 01:37,Not Relevant,‰ÛÏ@LeoBlakeCarter: This dog thinks he's an ambulance ?????? http://t.co/MG1lpGr0RM‰Û@natasha_rideout
778245097,FALSE,finalized,5,8/27/15 22:10,Not Relevant,HAPPENING NOW - HATZOLAH EMS AMBULANCE RESPONDING WITH DUAL SIRENS AND‰Û_ https://t.co/SeK6MQ6NJF
778245098,FALSE,finalized,5,8/29/15 11:47,Relevant,New Nanotech Device Will Be Able To Target And Destroy Blood Clots http://t.co/MnmyJXQ9go #science
778245099,FALSE,finalized,5,8/29/15 10:12,Relevant,http://t.co/FueRk0gWui Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/Mv7GgGlmVc
778245100,FALSE,finalized,7,8/27/15 16:14,Not Relevant,@vballplaya2296 want me to send you  some medic supplies from my dad's ambulance?
778245101,FALSE,finalized,5,8/31/15 4:41,Relevant,http://t.co/X5YEUYLT1X Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/2UgrMd1z1n
778245102,FALSE,finalized,5,09/01/2015 16:34,Relevant,2 held with heroin in ambulance http://t.co/d9sOwi1G21 http://t.co/OPxmdPIwAu
778245103,FALSE,finalized,6,8/27/15 16:02,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/TH9YwBbeet #worldNews
778245104,FALSE,finalized,5,8/31/15 4:41,Relevant,http://t.co/B2FaSrt1tN Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/O8BJXnEPQm
778245105,FALSE,finalized,5,8/27/15 19:39,Relevant,Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/X2Qsjod40u #worldnews
778245106,FALSE,finalized,6,8/27/15 15:23,Not Relevant,What's the police or ambulance number in Lesotho? Any body know?
778245107,FALSE,finalized,5,09/01/2015 18:55,Not Relevant,@medic914 @AACE_org I am surprised we still cannot standardised the clinical practice across the 11 NHS ambulance trust.
778245108,FALSE,finalized,5,09/01/2015 04:45,Relevant,Why should a helicopter ambulance ride to transfer to a hospital 21 miles away cost $29800? http://t.co/7ZqIreY7Te http://t.co/9Qp3PqPwZv
778245109,FALSE,finalized,5,8/29/15 23:14,Relevant,http://t.co/J8TYT1XRRK Twelve feared killed in Pakistani air ambulance helicopter crash http://t.co/9d4nAzOI94
778245110,FALSE,finalized,5,8/31/15 10:19,Not Relevant,People who try to j-walk while an ambulance is passing... I hate you.
778245111,FALSE,finalized,5,8/28/15 17:00,Not Relevant,so privileged and proud to wear this uniform.?? #NHS #Ambulance #GayUK #Uniform #Proud #Privileged #WhatsYourEmergency http://t.co/0BkmuhYSFx
778245112,FALSE,finalized,5,8/28/15 11:40,Not Relevant,The episode where Trunks annihilated Freiza is the cleanest shit ever. He showed that nigga no mercy.
778245113,FALSE,finalized,5,09/01/2015 18:05,Not Relevant,THEY SHALL BE ANNIHILATED AND ALL OF THEIR PETEBESTS DESSICATED AND LAID BARE. THEN YOU SHALL KNEEL BEFORE ME.
778245114,FALSE,finalized,5,09/01/2015 17:59,Not Relevant,Uribe just annihilated that baseball. #Mets
778245115,FALSE,finalized,5,8/27/15 18:27,Not Relevant,@marksmaponyane Hey!Sundowns were annihilated in their previous meeting with Celtic.Indeed its an improvement.
778245116,FALSE,finalized,5,8/30/15 8:00,Not Relevant,The bartender at work described a drunk man as annihilated @kdunning1919 @hsnowberger @gabrielasmith29. 16 more days
778245117,FALSE,finalized,5,8/29/15 8:04,Not Relevant,@Volfan326 @TNeazzy Mizzou has annihilated florida the past 2 seasons even ended muschamp's career just can't compete with Bama
778245118,FALSE,finalized,5,8/29/15 18:39,Relevant,Annihilated Abs . ?? http://t.co/1xPw292tJe
778245119,FALSE,finalized,5,09/01/2015 15:48,Not Relevant,Be annihilated for status education mba on behalf of a on easy street careen: eOvm http://t.co/e0pI0c54FF
778245120,FALSE,finalized,5,8/27/15 23:53,Relevant,Cop pulls drunk driver to safety SECONDS before his car is hit by train. http://t.co/cTL5xzIHxAåÊ http://t.co/1kDOZTD9mv via @ViralSpell
778245121,FALSE,finalized,5,8/28/15 1:40,Relevant,Cop pulls drunk driver to safety SECONDS before his car is hit by train. http://t.co/cSsc8HcsXnåÊ http://t.co/jBlGyLCsAy via @ViralSpell
778245122,FALSE,finalized,5,09/02/2015 06:53,Not Relevant,@RosieGray Now in all sincerety do you think the UN would move to Israel if there was a fraction of a chance of being annihilated?
778245123,FALSE,finalized,5,8/27/15 14:51,Not Relevant,*to Luka* They should all die! All of them! Everything annihilated! - Alois Trancy
778245124,FALSE,finalized,5,8/29/15 12:06,Relevant,@johnboywest The only 'stage' the drama queen can stand on is a drama stage &amp; certainly never the world stage; he would be annihilated.
778245125,FALSE,finalized,5,8/31/15 2:11,Not Relevant,@ACarewornHeart Have a good un fella sorry I won't be there to get annihilated with you :(
778245126,FALSE,finalized,5,8/27/15 23:53,Relevant,Cop pulls drunk driver to safety SECONDS before his car is hit by train. http://t.co/tHrhKHOGcUåÊ http://t.co/tZSZmF2qxE via @ViralSpell
778245127,FALSE,finalized,5,8/29/15 10:22,Not Relevant,"@_drodrolagi #handplacementgoals 
Bro we annihilated that hashtag this week."
778245128,FALSE,finalized,7,8/27/15 16:14,Not Relevant,You must be annihilated!
778245129,FALSE,finalized,5,8/30/15 12:33,Relevant,Cop pulls drunk driver to safety SECONDS before his car is hit by train. http://t.co/C0nKGp6w03åÊ http://t.co/IMWmfDJSSn via @ViralSpell
778245130,FALSE,finalized,6,8/27/15 16:11,Not Relevant,BOOM! Your country was just entirely annihilated by a h‰Û_ ‰ÛÓ Britain https://t.co/IrFCn71sZv
778245131,FALSE,finalized,5,09/01/2015 13:45,Not Relevant,@AmirKingKhan you would have been annihilated so you might as well thank @FloydMayweather
778245132,FALSE,finalized,5,8/30/15 8:59,Not Relevant,One thing for sure-God has promised Israel will not be annihilated. But...the horror of Iran w/nukes. https://t.co/xn09Mx6sxy
778245133,FALSE,finalized,6,8/27/15 13:46,Not Relevant,How do I step outside for 5 seconds and get annihilated  by mosquitoes?
778245134,FALSE,finalized,5,8/29/15 18:48,Relevant,@violentfeminazi I guess that's ok for Armenians since we've spent most of our history getting annihilated
778245135,FALSE,finalized,5,09/01/2015 04:00,Not Relevant,@jacksfilms #yiayplan well first we strike dreamworks and the minions will be annihilated.
778245136,FALSE,finalized,5,09/01/2015 14:11,Relevant,70 years since we annihilated 100000 people instantly and became aware that we have the ability to annihilate the whole of humanity
778245137,FALSE,finalized,5,8/28/15 10:26,Not Relevant,day 1 of tryouts went good minus the fact I stopped quickly to get a short ball and Annihilated my toenail injury even more
778245138,FALSE,finalized,5,8/31/15 22:17,Relevant,"During the 1960s the oryx a symbol of the Arabian Peninsula were annihilated by hunters. 
http://t.co/yangEQBUQW http://t.co/jQ2eH5KGLt"
778245139,FALSE,finalized,5,8/29/15 2:23,Not Relevant,'If your nature appropriates it love will burn you until you become annihilated in your beloved...'  https://t.co/sMlwjunD09
778245140,FALSE,finalized,5,8/28/15 7:34,Not Relevant,@NinaHoag - 'if you shred my Psych work our friendship would be annihilated'
778245141,FALSE,finalized,5,8/29/15 12:03,Relevant,@thehill this is 1 example of y the Conservatives annihilated Burton v Wiimington Prkng Auth while Liberals stood by &amp;have done nothing
778245142,FALSE,finalized,5,8/29/15 20:47,Relevant,"Aug 3 1915‰ÛÓKAISERJAEGERS WIPED OUT.; Francis Joseph's Crack Regiment Annihilated on Carso Plateau.
http://t.co/D1sPSwl66H"
778245143,FALSE,finalized,6,8/27/15 13:43,Not Relevant,(To Luka) 'They should all die! All of them! Everything annihilated!' - Alois Trancy -
778245144,FALSE,finalized,5,8/28/15 20:40,Relevant,Ready to get annihilated for the BUCS game
778245145,FALSE,finalized,6,8/27/15 16:09,Relevant,@PhilipDuncan @breakfastone People 'annihilated by last nights weather'... Really Philip thought you would have forecast that...
778245146,FALSE,finalized,5,8/27/15 21:04,Not Relevant,Domain other sophistication be annihilated closely up-to-the-minute feat: ZrNf
778245147,FALSE,finalized,6,8/27/15 15:23,Not Relevant,@stormbeard @steel_lord I seen Judas Priest in 2005 when Rob came back; Scorpions as support. Fucking annihilated the place. Astonishing gig
778245148,FALSE,finalized,5,8/28/15 7:03,Not Relevant,Officially skipping out on #FantasticFour/#Fant4stic/whatever the hashtag is. It's getting ANNIHILATED in reviews. Bummer.
778245149,FALSE,finalized,5,8/29/15 12:42,Relevant,They should all die! All of them! Everything annihilated!
778245150,FALSE,finalized,5,8/28/15 20:37,Relevant,@TomcatArts thus explaining why you were all annihilated. But the few or in this case you the only survivor evolved and became godlike
778245151,FALSE,finalized,6,8/27/15 16:21,Not Relevant,just completely annihilated cech with paul keegan what a time to be alive
778245152,FALSE,finalized,5,09/01/2015 18:11,Not Relevant,@TomcatArts 'who then were annihilated by the legion itself. The survivors of the imperfect hybrid project quickly formed a new secret cell
778245153,FALSE,finalized,5,8/27/15 16:51,Not Relevant,@SirBrandonKnt exactly. That's why the lesnar/cena match from summerslam last year was so great because Brock annihilated a guy who's
778245154,FALSE,finalized,5,8/29/15 14:46,Relevant,Cop pulls drunk driver to safety SECONDS before his car is hit by train. http://t.co/F1BAkpNyn6åÊ http://t.co/lZXwoAyE4x via @ViralSpell
778245155,FALSE,finalized,5,09/01/2015 03:57,Not Relevant,BROOO HE JUST GOT ANNIHILATED https://t.co/UR7QkqG1wf
778245156,FALSE,finalized,5,8/28/15 20:10,Relevant,"ANNIHILATED IN DAMASCUS: SYRIAN ARMY GRINDS ‰Û÷ALLOOSH AND HIS GANG INTO THE MANURE PILE
http://t.co/7rakhP3bWm"
778245157,FALSE,finalized,5,09/01/2015 14:11,Not Relevant,@thatdes ok i wasn't completely forthright i may have also been in a food coma bc of the kebab/tahini/pickles i also annihilated w/fries
778245158,FALSE,finalized,5,09/01/2015 13:44,Not Relevant,@AlbertBreer he was probably annihilated needed his DD
778245159,FALSE,finalized,5,8/28/15 11:44,Not Relevant,$GMCR no longe rGreen mountain now Red Mountain...stock annihilated after hours
778245160,FALSE,finalized,7,8/27/15 16:15,Not Relevant,A fun filled happy-hour at Simmons bar in Camden with this handsome one ?? (I got annihilated apart from this game) http://t.co/4JNo677Zkv
778245161,FALSE,finalized,5,8/31/15 20:08,Not Relevant,Juanny Beisbol Sr. Annihilated that ball. #LGM
778245162,FALSE,finalized,5,8/28/15 9:46,Relevant,@rvfriedmann Hell is just a fraction of his belief of total annihilation destruction of USA @LodiSilverado @ritzy_jewels
778245163,FALSE,finalized,6,8/27/15 16:11,Not Relevant,@POTUS Maybe we should call Israel and tell them we're sorry are Pres has sold them down the river to annihilation.
778245164,FALSE,finalized,6,8/27/15 15:23,Not Relevant,Evildead - Annihilation of Civilization http://t.co/sPfkE5Kqu4
778245165,FALSE,finalized,5,8/27/15 22:08,Not Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... http://t.co/6LoJOoROuk via @Change
778245166,FALSE,finalized,5,8/31/15 16:43,Relevant,Please sign &amp; RT to save #SaltRiverWildHorses http://t.co/GB8ispiaRP http://t.co/Bx0l87iNc8
778245167,FALSE,finalized,5,8/29/15 9:58,Not Relevant,"Allied Plans for the Annihilation of the German People http://t.co/RUHxGlo18q
http://t.co/HbUpkzWdWq
Louis Nizer - Very interesting..."
778245168,FALSE,finalized,5,09/01/2015 15:52,Relevant,annihilating quarterstaff of annihilation
778245169,FALSE,finalized,5,8/29/15 23:14,Not Relevant,World Annihilation vs Self Transformation http://t.co/pyehwodWun Aliens Attack to Exterminate Humans http://t.co/pB2N77nSKz
778245170,FALSE,finalized,5,8/27/15 14:58,Relevant,:StarMade: :Stardate 3: :Planetary Annihilation:: http://t.co/I2hHvIUmTm via @YouTube
778245171,FALSE,finalized,6,8/27/15 16:02,Not Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/m8MvDSPJp7 via @Change
778245172,FALSE,finalized,5,8/29/15 20:22,Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/sW1sBua3mN via @Change
778245173,FALSE,finalized,5,8/27/15 16:07,Not Relevant,Please share and sign this petition to save wild horses in Arizona. http://t.co/3tsSXPHuFE
778245174,FALSE,finalized,5,8/27/15 17:20,Not Relevant,@KimKardashian can you please sign and share this petition to save wild horses in Arizona. http://t.co/3tsSXPHuFE ????
778245175,FALSE,finalized,5,8/29/15 9:55,Not Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/lATVr8RZCK via @Change
778245176,FALSE,finalized,5,8/29/15 18:36,Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... http://t.co/KPQk0C4G0M via @Change
778245177,FALSE,finalized,5,8/27/15 15:56,Not Relevant,@TheEllenShow Please check into Salt River horses help stop the annihilation about to happen without 54000 more signatures.change .org Thx
778245178,FALSE,finalized,5,8/31/15 4:39,Not Relevant,NEW! Are souls punished with annihilation? http://t.co/cmNV6VyFCQ
778245179,FALSE,finalized,5,8/30/15 4:33,Not Relevant,Are souls punished withåÊannihilation? http://t.co/c1QXJWeQQU http://t.co/Zhp0SOwXRy
778245180,FALSE,finalized,5,8/29/15 10:06,Relevant,@CalFreedomMom @steph93065 not to mention a major contributor to the annihilation of Israel
778245181,FALSE,finalized,5,8/31/15 10:19,Relevant,@willienelson We need help! Horses will die!Please RT &amp; sign petition!Take a stand &amp; be a voice for them! #gilbert23 https://t.co/e8dl1lNCVu
778245182,FALSE,finalized,5,09/01/2015 12:26,Not Relevant,***Latest Updates on the Salt River Wild Horse Round-up*** https://t.co/WJsCdvCevH via @Change
778245183,FALSE,finalized,5,8/28/15 3:33,Not Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/W5Rhtuey90 via @Change
778245184,FALSE,finalized,5,09/01/2015 19:55,Not Relevant,I reject the laws of the misguided false prophets imprison nations fueling self annihilation
778245185,FALSE,finalized,6,8/27/15 15:36,Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/ZhXua8kmae via @Change
778245186,FALSE,finalized,5,09/02/2015 17:36,Not Relevant,U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/MatIJwkzbh via @Change
